Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total
2015,2,La Pampa,63552,500,64052
2015,2,La Rioja,16491,18,16509
2015,2,Mendoza,169259,1564,170823
2015,2,Misiones,88512,7,88519
2015,2,Neuquén,95644,2241,97885
2015,2,Río Negro,97640,1087,98727
2015,2,Salta,98264,3,98267
2015,2,San Juan,51367,621,51988
2015,2,San Luis,12904,317,13221
2015,2,Santa Cruz,25384,379,25763
2015,2,Santa Fe,545739,649,546388
2015,2,Santiago Del Estero,39375,3,39378
2015,2,Tierra Del Fuego,32960,619,33579
2015,2,Tucumán,140635,42,140677
2015,1,Buenos Aires,2847076,14766,2861842
2015,1,Capital Federal,1321139,11582,1332721
2015,1,Catamarca,25312,20,25332
2015,1,Chaco,81329,31,81360
2015,1,Chubut,63327,1946,65273
2015,1,Córdoba,596663,294,596957
2015,1,Corrientes,81488,43,81531
2015,1,Entre Ríos,165839,231,166070
2015,1,Formosa,26657,43,26700
2015,1,Jujuy,36608,3,36611
2015,1,La Pampa,62155,542,62697
2015,1,La Rioja,16310,23,16333
2015,1,Mendoza,168355,1805,170160
2015,1,Misiones,85139,7,85146
2015,1,Neuquén,93373,2369,95742
2015,1,Río Negro,96145,1188,97333
2015,1,Salta,96793,18,96811
2015,1,San Juan,51117,702,51819
2015,1,San Luis,12878,354,13232
2015,1,Santa Cruz,26217,424,26641
2015,1,Santa Fe,535640,797,536437
2015,1,Santiago Del Estero,39244,8,39252
2015,1,Tierra Del Fuego,32726,730,33456
2015,1,Tucumán,138184,92,138276
2014,4,Buenos Aires,2801178,15229,2816407
2014,4,Capital Federal,1318526,11994,1330520
2014,4,Catamarca,25472,21,25493
2014,4,Chaco,65998,37,66035
2014,4,Chubut,66557,1985,68542
2014,4,Córdoba,590113,319,590432
2014,4,Corrientes,65656,54,65710
2014,4,Entre Ríos,140567,246,140813
2014,4,Formosa,26156,51,26207
2014,4,Jujuy,35999,3,36002
2014,4,La Pampa,56813,567,57380
2014,4,La Rioja,16379,23,16402
2014,4,Mendoza,167766,1848,169614
2014,4,Misiones,77222,7,77229
2014,4,Neuquén,92999,2397,95396
2014,4,Río Negro,95050,1210,96260
2014,4,Salta,93921,26,93947
2014,4,San Juan,51390,729,52119
2014,4,San Luis,12788,359,13147
2014,4,Santa Cruz,25277,436,25713
2014,4,Santa Fe,528459,938,529397
2014,4,Santiago Del Estero,39308,9,39317
2014,4,Tierra Del Fuego,28249,741,28990
2014,4,Tucumán,137329,95,137424
2014,3,Buenos Aires,2835537,14028,2849565
2014,3,Capital Federal,1307195,10630,1317825
2014,3,Catamarca,24665,21,24686
2014,3,Chaco,63710,36,63746
2014,3,Chubut,67130,2007,69137
2014,3,Córdoba,585231,200,585431
2014,3,Corrientes,63516,33,63549
2014,3,Entre Ríos,136618,115,136733
2014,3,Formosa,25873,64,25937
2014,3,Jujuy,33739,2,33741
2014,3,La Pampa,61861,564,62425
2014,3,La Rioja,15893,23,15916
2014,3,Mendoza,166184,1740,167924
2014,3,Misiones,75327,0,75327
2014,3,Neuquén,100099,2268,102367
2014,3,Río Negro,96629,1151,97780
2014,3,Salta,92929,25,92954
2014,3,San Juan,51031,748,51779
2014,3,San Luis,12683,363,13046
2014,3,Santa Cruz,25664,446,26110
2014,3,Santa Fe,520196,691,520887
2014,3,Santiago Del Estero,37539,9,37548
2014,3,Tierra Del Fuego,28037,755,28792
2014,3,Tucumán,131978,88,132066
2014,2,Buenos Aires,2750430,14116,2764546
2014,2,Capital Federal,1299502,10713,1310215
2014,2,Catamarca,24660,23,24683
2014,2,Chaco,63243,36,63279
2014,2,Chubut,68503,2016,70519
2014,2,Córdoba,576747,205,576952
2014,2,Corrientes,62925,33,62958
2014,2,Entre Ríos,135468,115,135583
2014,2,Formosa,25535,65,25600
2014,2,Jujuy,34359,2,34361
2014,2,La Pampa,55048,580,55628
2014,2,La Rioja,15889,23,15912
2014,2,Mendoza,165046,1761,166807
2014,2,Misiones,74689,0,74689
2014,2,Neuquén,90053,2235,92288
2014,2,Río Negro,94812,1145,95957
2014,2,Salta,91949,25,91974
2014,2,San Juan,50891,755,51646
2014,2,San Luis,12691,364,13055
2014,2,Santa Cruz,26710,459,27169
2014,2,Santa Fe,511753,605,512358
2014,2,Santiago Del Estero,38002,9,38011
2014,2,Tierra Del Fuego,27443,766,28209
2014,2,Tucumán,131981,88,132069
2014,1,Buenos Aires,2725732,14144,2739876
2014,1,Capital Federal,1289204,10714,1299918
2014,1,Catamarca,24209,23,24232
2014,1,Chaco,62520,36,62556
2014,1,Chubut,68205,2016,70221
2014,1,Córdoba,566705,205,566910
2014,1,Corrientes,62203,33,62236
2014,1,Entre Ríos,134216,115,134331
2014,1,Formosa,25335,87,25422
2014,1,Jujuy,33825,2,33827
2014,1,La Pampa,53601,592,54193
2014,1,La Rioja,15688,23,15711
2014,1,Mendoza,164084,1761,165845
2014,1,Misiones,73950,0,73950
2014,1,Neuquén,88077,2303,90380
2014,1,Río Negro,93909,1157,95066
2014,1,Salta,91265,25,91290
2014,1,San Juan,50543,755,51298
2014,1,San Luis,12193,364,12557
2014,1,Santa Cruz,26304,460,26764
2014,1,Santa Fe,506000,612,506612
2014,1,Santiago Del Estero,37124,9,37133
2014,1,Tierra Del Fuego,27272,766,28038
2014,1,Tucumán,129944,88,130032
